amount,account_age,failed_logins,location_risk,device_trust,fraud
33502,56,7,4,98,0
91981,105,17,63,46,1
27046,4,19,75,90,1
79798,100,16,2,28,1
74033,48,15,55,4,1
22435,17,17,62,64,1
45195,111,6,37,68,0
80030,36,0,53,62,1
27297,70,0,1,92,0
22110,80,17,89,55,1
24223,93,3,1,16,0
88023,100,19,11,50,1
2990,38,19,39,36,1
93405,101,3,1,87,0
8126,112,5,79,90,0
65025,62,2,93,8,1
68942,48,5,56,37,0
33765,10,12,46,52,1
9377,105,6,35,12,0
42339,36,3,3,89,0
47764,29,0,74,52,0
48108,78,5,23,74,0
14783,4,4,81,87,0
770,44,12,90,96,0
89311,56,18,61,48,1
17989,42,3,1,69,0
55712,100,5,14,34,1
44635,114,12,74,15,1
78642,109,4,90,12,1
54419,13,12,48,10,1
92167,46,9,86,86,1
21739,82,2,34,1,0
64812,33,12,93,93,1
16733,21,11,46,18,1
34760,80,3,23,44,0
69075,79,9,82,45,0
32272,118,2,59,46,1
59297,57,16,92,48,1
58947,69,8,76,78,0
11677,70,0,47,41,0
77399,102,17,22,32,1
20276,67,8,11,40,1
44486,48,19,40,68,1
64072,76,8,28,85,0
89891,100,1,69,90,0
41103,33,18,50,98,1
20096,36,15,22,18,1
86698,33,2,30,38,0
36031,31,15,20,6,1
35810,21,12,23,38,1
34793,27,2,71,97,0
35840,91,9,8,33,0
77341,72,17,21,90,1
93683,101,5,3,43,0
76602,62,5,76,68,1
17474,96,17,97,67,1
76774,26,5,2,62,0
81571,66,5,27,70,0
46013,12,12,89,47,1
66125,22,13,97,2,1
44616,17,6,14,84,0
87896,7,12,7,33,0
26169,107,14,47,8,1
56333,68,11,98,60,1
84911,37,0,87,19,1
59149,38,2,51,39,0
39278,96,17,54,11,1
32921,11,7,36,27,0
51827,1,1,3,47,0
61035,25,3,54,96,0
17099,42,17,11,73,1
62622,52,12,18,74,1
38812,24,14,78,6,1
64651,53,1,56,81,1
40272,107,9,93,82,0
33822,56,1,36,13,0
10725,63,11,75,80,0
67265,81,4,82,86,0
76609,8,11,97,18,1
6959,59,0,6,53,0
41709,45,1,91,59,0
43407,27,15,54,66,1
21939,52,1,27,33,0
27316,18,15,92,88,1
53053,91,19,36,40,0
84581,86,15,83,30,1
60693,16,5,60,38,0
72175,66,12,74,77,0
49622,5,11,38,51,1
99261,82,9,22,46,0
4986,3,4,51,19,0
7585,91,7,83,95,0
31555,118,5,83,96,0
16867,81,4,10,51,0
28553,80,19,65,94,1
76380,70,5,12,70,0
53542,115,16,76,61,0
51977,7,5,40,4,0
12326,50,16,48,56,1
93505,14,4,14,3,0
22688,38,16,55,10,0
79076,104,16,53,18,0
31809,79,12,30,83,1
47888,111,6,60,26,0
88131,47,5,57,28,0
37119,112,13,86,17,1
45048,33,15,59,36,1
65233,43,2,52,60,0
66558,91,8,85,46,0
27626,29,14,60,88,1
73593,57,17,79,19,1
52298,101,9,41,69,0
99634,5,9,28,99,0
43495,93,2,83,48,0
24131,96,0,91,14,1
75642,60,2,26,17,0
37801,117,4,43,37,0
26039,70,6,92,88,1
49245,2,2,4,83,0
20424,70,3,51,21,0
22967,110,16,52,75,0
303,43,2,51,59,0
16644,4,3,37,96,0
15999,56,1,43,92,0
29163,93,13,52,65,1
90980,59,4,1,25,0
3848,89,1,53,63,0
66729,9,14,83,95,1
80864,3,10,76,57,1
20984,90,9,89,2,1
25283,48,19,34,29,1
81670,43,0,45,18,1
71346,91,18,71,9,0
19359,100,13,91,88,1
36059,96,13,78,45,1
33557,1,0,54,18,0
85779,57,8,71,57,1
2203,53,16,10,84,1
66001,118,13,28,5,1
44635,16,12,68,50,1
16203,51,12,62,13,0
98146,112,5,46,57,0
90112,75,6,6,7,0
78378,90,1,63,1,0
12491,104,7,81,17,1
29001,55,5,63,85,0
97637,1,2,91,56,1
81259,90,17,11,93,1
68014,28,17,11,99,1
50457,53,5,35,91,0
87008,58,10,28,34,1
38537,73,2,10,65,1
35603,60,15,52,55,1
96382,59,4,69,99,0
93559,108,1,84,81,0
75503,22,14,73,42,1
41358,8,15,95,72,1
33824,49,6,46,91,0
64386,42,15,32,71,1
74942,27,3,80,7,1
15008,39,15,66,4,1
92717,83,16,42,12,1
50726,25,1,17,6,0
37328,38,15,73,20,0
23486,85,3,52,92,0
46854,24,6,38,36,0
28402,24,17,71,44,1
60915,60,5,33,51,1
84848,83,17,36,47,1
63444,50,6,40,61,0
35718,111,1,96,77,0
76334,66,18,48,50,1
61214,14,8,9,3,0
70230,53,3,39,85,0
25625,32,13,17,55,0
79918,106,4,24,74,0
14434,96,6,40,33,0
94815,92,7,35,44,0
62867,48,14,1,15,1
6744,39,18,82,8,1
33033,40,10,73,79,0
43569,42,19,48,15,1
33787,111,3,66,94,0
52756,104,17,52,30,0
17475,77,13,18,12,1
65306,76,5,25,4,0
96562,8,15,53,46,1
36707,79,17,50,38,1
83278,26,0,24,17,0
24093,12,7,16,19,0
44486,43,0,73,1,1
46387,51,0,60,39,0
86824,110,18,45,29,1
98232,91,9,54,9,0
93408,82,17,49,63,1
96493,109,11,74,41,1
76412,100,16,10,74,0
98471,63,0,11,52,0
75424,49,7,39,92,0
71296,115,9,47,52,0
70114,27,9,55,39,0
8310,9,17,7,15,1
11022,119,8,87,47,0
36389,39,1,13,60,0
33440,65,2,86,91,0
39950,71,1,55,80,0
57084,90,5,53,37,0
84278,71,11,99,43,0
11194,116,18,16,14,1
88059,7,14,44,94,0
33518,72,18,4,60,1
5841,80,11,2,6,1
72474,67,17,8,29,0
68898,109,15,83,35,0
70632,10,1,19,89,0
22264,114,10,82,10,1
35695,71,11,20,69,1
30357,85,4,79,28,0
14311,53,5,32,91,0
96089,101,10,4,78,0
5332,95,9,23,92,0
67853,87,3,62,5,1
52791,57,8,78,75,0
89865,91,11,25,50,1
79868,86,9,88,79,1
25713,103,13,91,37,1
14126,27,4,32,72,0
53635,54,0,17,21,0
94190,113,4,17,96,0
31008,4,15,37,89,1
52213,88,4,32,53,0
19710,23,4,26,39,0
46746,48,17,48,6,1
63285,83,5,49,95,0
72667,42,17,14,39,1
47674,3,9,76,23,0
91151,91,14,51,40,1
36282,3,10,97,50,0
670,28,18,67,38,1
97890,63,12,98,82,1
19388,81,19,18,42,1
78924,31,2,94,68,1
29977,10,15,24,93,0
84525,49,6,75,58,1
1017,86,11,75,24,1
75702,94,14,24,93,1
95140,113,7,32,24,0
64675,21,16,59,72,1
72618,100,0,36,90,0
39204,53,7,91,23,0
18162,87,13,42,61,1
17099,102,9,8,42,0
61945,76,18,13,58,1
10041,89,7,2,53,0
61269,54,18,68,78,1
23570,57,3,55,25,0
59921,20,9,25,53,0
86769,113,2,52,60,0
44535,49,3,40,93,0
4629,106,15,81,74,1
83155,7,3,20,92,0
12292,29,19,38,78,1
74202,48,19,79,43,1
72862,93,12,22,8,1
86895,13,16,92,41,1
34187,3,15,73,28,1
66777,2,16,57,78,1
4727,16,5,68,80,0
56641,94,2,74,79,0
68326,102,19,28,57,0
3355,6,3,61,85,0
57533,45,7,52,62,0
5313,71,19,44,48,1
19504,5,8,26,10,0
25480,56,0,33,88,1
91156,71,12,13,53,1
19273,98,1,40,29,0
53127,32,9,73,65,0
24089,49,18,59,64,1
24619,13,16,41,57,1
22539,30,12,50,56,1
77049,25,13,74,36,1
15095,85,10,10,53,0
23659,60,9,34,72,0
89149,59,6,18,68,0
5121,85,9,87,23,0
98100,28,0,64,62,0
21219,112,13,75,90,1
51639,58,2,60,93,0
94935,20,12,46,50,1
39450,34,1,13,14,0
46323,5,16,66,46,1
25617,82,2,51,72,0
78753,60,14,31,45,1
22350,103,7,79,29,1
84586,43,5,9,78,0
82995,57,8,16,19,0
89232,57,10,39,56,1
91166,75,1,67,48,0
66898,54,8,62,55,0
54299,81,17,14,55,1
59646,112,18,96,24,1
88251,45,17,38,8,1
3427,86,4,56,21,0
29868,37,17,9,76,1
64518,84,11,70,36,1
94486,48,3,96,27,1
42888,118,14,16,13,1
82484,54,10,75,29,1
46930,48,18,16,38,0
52546,112,4,15,56,0
15260,110,5,77,4,1
56683,6,12,2,11,0
34098,34,9,50,34,1
27330,63,13,93,40,1
9176,78,3,45,62,0
69441,48,19,54,41,1
31185,23,11,98,64,1
55671,84,14,25,64,1
14815,13,9,75,42,1
5850,47,10,30,59,0
78868,44,8,80,19,0
36003,105,10,71,97,1
72589,32,1,18,97,0
32193,26,12,89,62,1
91136,114,7,67,23,0
88054,53,7,14,91,0
34414,14,0,57,74,0
48325,52,5,77,71,0
88085,36,12,29,34,0
83114,8,8,47,40,0
35279,40,5,55,15,0
25438,86,14,41,79,1
92535,22,15,23,5,1
69781,16,3,51,19,1
32201,91,16,42,55,1
2875,60,8,33,74,0
97283,60,11,59,7,1
45719,10,18,82,83,1
45938,25,19,2,95,1
19639,31,11,67,96,1
57224,21,5,10,5,0
65249,91,11,12,91,1
26716,81,8,49,7,0
79755,33,19,81,61,1
90795,31,4,18,13,0
54667,114,2,43,2,0
37199,106,1,32,1,0
75931,90,7,37,21,0
61899,21,9,2,96,0
90321,36,14,98,84,1
25579,65,8,64,69,0
46272,4,9,34,70,0
99265,68,10,35,5,0
55963,90,8,37,49,0
42143,4,13,38,43,1
82669,113,4,24,7,0
15508,9,8,63,23,0
58080,30,3,12,26,0
83056,115,1,67,52,0
16451,45,18,69,50,0
4231,4,0,74,27,0
44925,69,0,0,58,0
11449,109,11,71,68,1
61031,23,10,53,82,1
44354,16,0,97,72,0
38325,22,13,8,24,1
12553,101,10,35,43,0
18914,72,6,36,46,0
18363,48,1,58,12,0
77794,62,14,20,52,1
15835,97,7,19,52,0
15930,119,19,0,36,1
47993,60,14,98,62,1
44773,102,7,58,65,0
89562,107,9,27,39,0
45166,80,18,70,77,1
3473,5,2,55,60,1
10435,80,19,8,94,0
23841,7,13,64,5,1
10792,51,8,35,24,0
47395,65,8,97,45,0
45641,9,5,33,30,0
34157,82,7,80,79,0
67083,45,10,31,62,0
19683,47,7,65,90,0
22865,67,11,99,93,1
59387,24,9,24,67,0
24006,92,3,50,38,0
85203,10,15,62,79,1
79775,73,19,89,35,1
46625,77,5,44,6,1
38330,48,8,25,84,0
19620,35,4,20,65,0
85338,54,5,81,54,1
52034,87,16,92,71,1
25666,111,16,50,41,1
73293,81,12,23,26,1
30234,110,16,91,1,1
10445,71,13,11,69,1
41285,116,1,10,3,0
93049,16,18,26,20,1
70844,53,2,22,0,0
33555,40,1,32,37,0
28118,100,1,79,59,0
54319,20,6,91,75,0
46091,88,3,91,90,0
73716,111,16,37,13,0
87538,69,5,54,78,0
9586,45,6,69,87,0
38962,6,19,41,81,0
58970,92,5,28,16,0
86794,69,8,33,72,0
43956,49,19,56,46,1
86155,39,3,2,81,0
31479,102,4,5,55,0
64829,2,18,47,52,1
28478,107,9,63,17,1
54453,39,17,12,68,1
50096,118,14,35,47,1
14131,21,0,78,8,1
80172,40,4,69,53,0
66082,101,4,32,34,0
36783,82,7,75,45,0
17718,54,19,56,0,1
6687,112,14,54,40,0
62890,110,16,12,72,1
31580,12,18,96,31,1
98630,81,12,50,83,1
20627,37,9,91,76,0
23669,110,16,52,39,1
11251,38,4,35,10,0
71194,15,17,4,61,1
59274,7,16,24,45,1
44839,78,3,80,47,0
33054,50,6,36,42,1
35403,65,4,18,50,0
34800,102,7,34,60,1
93136,67,7,33,41,0
67668,101,10,53,25,0
66888,44,8,45,10,0
71145,31,18,5,24,1
37942,43,18,82,39,1
14000,77,8,0,24,0
80159,48,19,70,83,1
1981,82,16,33,74,1
33137,81,15,55,73,1
1730,81,6,82,51,0
20889,61,2,96,2,1
88159,75,18,25,38,1
83594,84,7,41,90,0
46251,10,4,90,34,0
49020,29,5,37,39,0
67331,48,1,25,94,0
80457,98,18,98,84,1
3362,81,12,58,21,1
67081,118,5,83,61,0
82072,62,5,23,18,0
75585,116,1,20,13,0
54822,106,4,59,49,0
89599,13,10,89,61,1
50918,44,10,19,86,1
30032,47,13,5,89,1
7001,103,12,66,42,1
99123,64,7,9,54,0
8697,91,14,11,39,1
64009,118,11,96,11,1
72491,53,2,21,64,0
84314,90,4,61,33,0
8363,92,5,60,82,0
63393,77,1,79,22,0
25905,76,7,16,70,1
91779,44,4,9,6,0
11974,28,16,11,64,1
93165,2,1,82,17,1
86502,101,10,39,7,0
14179,57,3,22,88,0
49950,57,10,39,41,0
72879,34,8,73,92,1
95508,87,5,73,86,1
9118,58,1,49,92,0
49600,52,14,9,0,1
12200,109,4,93,78,0
57121,29,11,3,14,1
19900,35,12,0,27,1
63500,75,16,42,35,1
92546,48,3,82,95,0
29537,33,9,4,45,0
76637,115,0,93,76,1
46775,75,10,89,20,0
20042,73,15,33,48,1
20962,78,10,65,38,1
11769,9,8,23,37,1
53872,103,1,13,8,0
16016,48,6,40,19,0
10978,67,18,41,83,1
3085,93,17,12,7,1
98005,83,19,28,13,0
73748,36,6,64,61,0
41335,96,8,45,83,0
19031,71,11,33,34,1
92976,119,2,62,54,0
436,92,15,3,44,1
43033,44,6,27,20,0
84999,82,4,82,52,1
45636,60,6,0,53,0
69604,63,18,35,85,1
99314,5,16,12,42,1
51248,87,15,4,5,1
16379,119,18,96,54,1
68765,86,17,13,43,1
71486,90,18,79,90,1
86224,106,3,31,67,0
77585,76,0,49,3,0
74155,40,3,26,62,0
92011,19,3,34,91,0
98718,47,8,2,90,0
77373,65,7,3,57,0
66770,67,1,6,53,0
76574,91,5,76,80,0
54128,18,10,2,37,0
90122,50,3,80,59,1
91732,30,13,58,51,1
71228,66,8,73,28,1
18208,5,1,0,39,0
52595,93,0,27,70,0
82906,97,3,58,7,0
93285,42,11,52,96,1
76633,84,4,9,95,1
99125,94,8,70,34,0
56930,106,3,2,81,1
74740,5,15,6,15,1
52609,50,1,8,17,0
66506,85,15,98,58,1
94320,58,15,89,88,1
39619,79,10,68,33,1
49749,84,0,12,3,0
34624,8,14,93,68,1
96593,113,3,39,77,1
33985,31,17,61,64,0
44469,12,16,61,60,1
95502,21,6,9,85,0
30776,94,17,86,45,1
64193,62,12,10,20,1
47864,91,19,75,76,1
50899,108,19,61,99,1
79514,90,9,76,92,0
93195,33,0,55,37,0
72407,26,1,48,72,0
82162,90,16,15,96,1
95532,100,2,72,85,1
32023,40,16,73,80,1
78488,65,11,92,59,1
47674,59,11,8,86,1
43491,15,19,32,35,1
53764,114,9,87,5,1
67484,1,6,34,38,0
31127,11,9,74,28,0
35564,55,17,38,26,1
34585,2,5,76,68,0
19556,65,6,86,8,1
74895,95,16,24,23,1
35654,44,11,79,62,1
47022,16,16,55,18,1
13509,118,17,47,96,1
69427,22,13,84,29,1
91500,106,10,9,57,0
36739,18,1,40,39,0
63727,47,0,82,67,0
83524,81,10,98,31,0
19792,30,1,58,64,0
89137,10,15,27,33,0
78940,99,2,40,84,0
54300,58,19,65,30,1
93163,62,0,50,58,1
57515,85,19,61,77,1
18174,80,7,29,25,0
15649,6,18,39,21,1
30063,67,0,39,33,0
91556,41,4,68,96,0
96462,43,0,61,12,1
52365,85,10,14,95,0
16161,77,8,99,54,0
58326,18,4,2,7,0
28910,58,1,23,61,0
60106,118,12,40,21,1
22900,60,17,62,55,1
75576,88,11,47,83,1
69560,27,13,60,20,1
57867,118,4,47,97,0
28154,68,9,46,48,0
75419,22,19,55,93,1
45497,24,1,75,5,1
13333,40,3,7,34,0
90120,109,11,77,26,1
25168,74,10,17,83,0
65827,66,3,83,39,1
90710,40,10,22,13,0
70553,6,8,68,73,0
25932,112,9,64,51,0
86342,18,5,45,78,0
13782,81,14,65,39,1
92398,102,9,79,42,1
23483,109,5,68,57,0
58260,87,0,21,2,0
93432,110,19,64,14,0
23766,30,3,11,44,1
58917,21,13,18,94,1
91298,62,19,21,10,1
34742,10,19,54,38,1
41930,107,7,61,18,1
10334,13,10,50,78,1
57716,76,14,47,19,1
9321,9,18,16,85,1
11510,68,7,12,70,1
80155,39,12,27,55,1
61513,24,17,66,77,0
1151,118,16,4,3,1
75401,34,5,99,8,1
77018,103,14,59,24,1
78216,61,12,14,46,1
56663,41,17,80,98,1
97959,5,10,43,48,0
44857,79,12,45,26,1
77575,50,0,28,27,0
51357,4,17,67,87,1
95600,51,4,95,96,1
407,52,5,48,96,0
56989,39,0,42,61,0
68995,8,6,67,15,1
95284,113,3,76,86,0
36044,45,8,19,45,0
99655,88,14,17,74,1
38234,117,5,63,45,1
27423,28,16,48,39,1
71862,119,19,41,82,1
87325,107,17,11,33,1
96607,27,3,88,86,1
26054,65,8,93,9,1
55121,34,13,78,0,1
90059,81,2,35,65,0
96027,101,0,7,85,0
79966,62,10,27,16,1
70527,62,0,85,46,1
5092,38,11,59,23,1
2061,26,8,48,49,1
12597,24,4,37,84,1
32651,39,14,79,28,1
76484,21,17,57,77,0
55855,94,8,4,71,0
13355,47,12,45,93,0
4667,115,12,97,85,0
48947,48,12,74,86,1
48103,13,9,1,12,0
20489,101,9,88,63,0
44623,3,6,24,27,0
61676,32,4,0,93,1
44019,35,19,94,4,1
82203,19,6,68,73,1
3458,14,19,39,8,1
88635,48,9,67,13,1
76624,86,9,68,9,1
97157,81,12,68,32,1
5798,68,14,15,74,1
66909,45,5,53,39,0
93179,104,19,62,5,1
55905,19,11,17,16,1
31449,64,18,16,35,0
76877,101,10,98,69,1
50348,66,5,81,60,0
75133,79,0,3,73,1
98339,66,1,94,48,1
44141,75,14,94,68,1
32054,45,3,8,82,0
8102,87,4,30,70,0
69883,74,14,4,23,1
87334,67,10,99,50,1
19838,69,9,15,41,0
10803,3,16,41,18,1
49522,38,1,40,61,0
83206,77,19,79,74,0
61999,42,9,83,66,0
12492,83,19,29,29,1
44824,40,2,25,37,0
32399,50,18,48,5,1
15741,35,4,30,98,0
79634,24,2,49,21,0
6405,88,7,14,10,0
98362,17,4,51,71,0
18882,40,11,37,90,1
78357,74,13,37,28,1
78063,66,6,59,7,0
20666,44,10,19,86,0
67866,23,7,98,92,0
6611,6,4,86,79,0
26277,66,7,43,34,1
4865,21,11,88,71,1
20454,119,14,62,71,1
24029,35,18,49,44,1
28920,113,15,21,32,0
29623,29,13,71,4,1
71188,7,6,53,61,0
66263,93,7,8,36,0
77625,53,6,14,16,0
13880,37,17,47,21,1
6689,23,5,19,77,0
34912,97,18,34,31,1
93764,8,3,66,13,1
46039,76,2,59,19,0
51593,110,16,97,21,1
93426,48,18,33,29,1
41053,10,14,99,53,1
65885,79,5,98,32,0
19409,117,11,72,4,1
54295,24,18,93,17,1
26001,90,5,53,62,0
23676,47,10,89,45,0
31608,106,19,11,6,1
74811,53,19,87,28,1
25564,39,9,18,56,0
60381,67,15,79,46,1
16360,66,17,25,8,1
35540,6,13,22,58,1
95182,21,3,32,70,0
56783,73,11,56,70,1
41530,74,19,29,42,1
2087,36,7,22,58,0
25205,3,6,73,5,1
78584,105,8,35,52,0
13126,88,16,94,63,1
68409,86,9,85,90,0
46027,113,2,42,3,0
75514,78,7,65,0,1
57635,42,13,52,69,1
43046,45,6,86,30,0
56661,44,15,98,64,1
10477,91,17,59,68,1
53692,33,10,36,18,0
7447,60,5,60,68,0
33876,86,19,95,68,1
3883,93,13,52,48,1
55898,83,12,11,30,1
4398,83,3,34,59,0
70304,70,19,66,70,1
86307,109,19,97,78,1
55261,83,10,37,54,0
60752,77,17,23,76,1
34584,26,0,80,75,0
98714,86,11,39,82,1
21022,21,17,64,76,1
34128,100,6,56,90,0
20416,2,11,71,37,1
77096,47,0,78,32,1
17068,108,3,44,5,0
30366,30,17,88,12,1
95845,27,14,71,76,1
24100,71,2,95,76,0
14111,20,6,12,19,1
2966,50,5,78,99,0
5998,95,14,5,36,1
18495,23,14,96,44,1
39119,13,5,70,72,0
4106,81,7,96,80,0
34493,4,7,46,98,0
11056,14,0,92,58,1
50142,20,12,43,51,1
96299,13,12,31,17,1
6178,3,10,2,24,0
29731,90,3,53,78,0
95776,90,6,83,86,1
63001,82,11,77,0,1
69597,96,12,91,40,1
94913,78,11,37,17,1
41674,47,15,3,0,0
31517,3,5,78,38,0
88120,1,13,16,73,1
83739,90,18,36,30,1
65106,24,15,87,70,1
94981,113,3,35,37,1
39554,35,4,57,7,0
1687,14,8,40,33,0
54810,67,2,7,72,0
86667,13,9,66,88,0
91848,47,16,29,26,1
75986,50,18,85,40,1
18916,78,9,51,6,0
85924,85,11,96,31,1
29532,26,6,24,72,0
48717,3,17,51,80,0
72473,51,18,58,98,1
34317,40,14,29,15,1
20984,68,6,66,1,1
5554,36,11,3,42,1
75060,51,6,92,30,1
43718,107,9,56,79,0
84048,1,19,62,46,1
62771,104,9,31,32,0
47211,111,4,86,84,1
39713,33,17,82,16,1
85778,7,8,78,98,1
60093,117,15,50,53,1
8948,116,6,62,53,0
78772,52,9,79,50,1
66225,11,4,86,51,0
86544,27,6,0,6,0
61702,14,4,18,53,0
72145,86,14,34,92,1
42322,80,18,62,10,0
49323,46,9,93,61,0
65433,76,7,80,29,1
52832,113,8,25,81,0
49520,110,10,12,56,1
75604,10,1,85,45,1
2562,24,2,22,79,0
9560,61,12,96,69,1
99419,110,10,90,65,1
9375,18,9,34,54,0
94313,86,14,11,57,1
13369,9,5,8,9,0
66042,17,0,97,3,1
73020,102,13,77,73,1
22653,104,17,66,72,1
24466,58,10,43,61,0
44136,13,7,60,42,1
17469,50,2,20,41,1
11895,101,13,6,23,1
70121,6,1,96,4,1
68254,85,15,98,98,0
30243,51,5,10,67,0
29525,36,0,44,98,0
88309,71,13,31,76,1
75239,100,9,85,95,1
5468,25,5,82,44,0
4721,11,8,35,58,0
58929,44,6,36,64,0
60394,14,1,74,62,0
14819,109,10,40,74,0
29327,29,13,76,89,1
7666,74,4,91,66,0
12406,50,8,48,48,0
53922,112,6,14,76,0
24142,5,13,12,31,1
15186,72,15,52,49,1
17487,110,15,32,86,1
27142,69,6,71,57,0
89524,88,9,31,51,1
51718,104,5,47,22,0
92150,57,16,67,29,0
18423,26,0,56,69,0
18119,6,1,61,70,0
75526,16,13,81,29,0
40963,60,3,86,36,0
10383,100,8,92,47,0
18379,12,5,1,31,0
47099,75,16,76,69,1
62880,3,10,15,34,0
23008,63,3,7,95,0
61684,108,8,18,75,0
50325,64,15,31,67,1
38052,62,2,66,31,0
37763,101,3,31,58,0
61481,6,2,84,34,0
48029,19,12,24,15,1
9443,18,18,52,78,1
76273,80,0,80,51,1
39891,87,5,24,65,1
29234,43,2,32,5,0
47201,101,2,30,13,1
69543,73,15,35,28,1
99211,3,9,86,25,1
57630,72,16,88,17,1
46899,38,6,48,3,0
4927,68,12,43,56,1
96243,76,10,47,52,1
62753,44,9,29,24,0
13799,95,6,12,46,0
91519,89,5,42,51,0
5413,117,0,92,92,1
13698,80,16,15,33,1
28907,63,11,90,15,1
70523,42,3,25,93,1
69490,64,2,74,86,0
45326,54,5,46,35,0
59650,78,15,36,27,1
80172,77,12,2,64,1
3658,105,8,25,71,0
75408,71,10,97,52,0
50213,76,19,96,41,1
53099,37,12,14,78,1
55978,114,18,65,97,1
36443,4,2,27,18,0
58319,2,11,83,43,1
35286,99,18,37,29,1
37066,44,7,43,73,1
33869,67,13,52,43,1
53318,68,8,79,26,0
19329,102,16,3,83,1
75309,76,5,71,88,1
27977,83,3,43,72,0
58101,74,3,45,33,0
97237,62,18,83,84,1
38184,1,11,25,23,1
81880,17,1,95,55,1
92992,16,16,12,6,1
16906,9,14,68,67,1
88735,53,9,43,50,0
37134,73,2,52,7,0
40417,59,19,50,55,1
55568,119,3,12,76,0
19194,9,0,40,57,0
57896,12,0,10,84,0
10689,119,17,36,98,1
57321,41,3,59,68,0
1757,15,14,31,7,1
98400,66,9,44,65,0
39631,75,16,17,23,1
52327,11,11,92,41,1
3264,8,19,78,53,1
93178,55,11,19,15,1
84073,96,15,43,3,1
41347,6,4,35,58,1
19701,53,15,68,93,1
94066,20,16,36,45,1
50699,39,14,32,93,1
71645,99,12,81,98,1
4652,72,7,18,12,0
9517,114,1,50,36,0
58679,113,7,31,53,0
68307,107,9,21,48,0
72155,34,6,0,74,0
78370,57,9,53,57,0
3822,117,3,88,18,1
70542,19,10,19,17,0
95732,71,8,57,59,1
40131,31,3,34,16,0
79335,82,2,69,10,1
21538,40,10,69,14,1
58919,14,2,60,71,0
43956,103,17,62,92,1
33676,117,18,60,16,1
42038,100,13,56,89,1
49128,81,10,2,4,0
59907,37,1,94,60,1
49977,44,1,98,3,1
97883,9,1,44,55,0
43561,58,9,14,87,0
93574,20,14,16,74,1
40569,109,11,14,93,1
83236,92,10,4,47,0
20535,50,16,85,47,1
84217,20,17,45,34,1
14291,105,13,10,32,1
84826,36,16,63,99,0
27486,117,14,91,20,1
31821,27,11,13,4,1
54886,72,15,38,63,1
13804,32,5,66,68,0
56735,1,1,54,20,0
2223,17,1,41,88,0
90810,9,15,74,73,1
63093,84,1,93,82,0
80222,45,7,4,31,0
97612,96,6,51,17,0
25516,66,0,21,57,0
1914,32,3,76,97,0
78637,45,10,43,78,0
50358,9,19,84,23,1
16608,30,6,58,4,0
85266,84,17,24,52,1
79016,38,3,20,95,0
35799,60,16,91,72,1
46435,1,10,63,54,0
46906,5,10,67,4,1
77953,63,19,92,68,1
63868,99,10,46,40,0
35839,36,14,34,97,1
34885,65,13,86,6,1
32080,78,16,6,89,1
89435,73,1,55,0,0
94802,94,17,51,51,1
85116,24,15,45,97,1
1709,4,11,8,25,1
66353,114,9,57,95,1
85581,78,15,22,62,0
91228,89,2,2,11,0
28241,68,7,60,69,0
30109,25,1,8,83,0
6882,74,0,52,18,0
92172,99,13,67,79,1
99452,119,3,48,3,0
26033,7,3,88,95,0
77254,106,8,69,81,0
8407,13,2,47,4,0
92307,68,4,81,53,1
75974,114,0,6,69,0
38446,43,18,98,56,1
50872,57,0,30,77,0
72184,36,9,55,51,0
40249,14,11,95,17,0
86800,82,9,98,63,1
27626,72,1,60,9,0
96858,96,15,91,22,1
85812,27,7,4,81,0
68577,106,13,29,67,1
5795,37,14,21,51,1
39269,87,15,16,95,1
48047,71,10,9,46,0
47324,76,11,70,69,1
45965,25,1,67,25,0
25653,67,3,41,69,0
60510,90,2,26,98,0
90995,4,8,6,42,0
24916,106,17,22,68,1
55126,100,18,74,62,1
50805,79,6,7,77,0
62022,96,3,7,65,0
74014,93,5,4,62,0
1981,74,18,70,12,1
39667,85,0,85,50,0
47465,118,15,99,4,1
79311,16,10,1,46,0
70222,111,3,87,35,1
25106,19,17,50,35,1
41298,29,4,65,49,0
22931,116,5,11,55,0
16559,51,1,46,18,0
32543,18,11,54,19,0
42416,58,8,25,21,0
96231,44,19,44,30,1
64586,16,11,61,61,1
5977,65,12,69,43,1
39653,112,16,86,67,1
5022,2,4,1,66,0
4786,56,19,25,88,1
32866,79,12,13,48,1
80043,103,12,81,58,1
32106,28,9,56,3,0
31522,65,14,31,38,1
12305,5,14,61,6,1
86690,106,17,77,70,1
23627,22,17,29,48,1
18543,117,1,12,88,0
16624,100,10,39,14,0
28302,110,12,30,6,1
65652,13,10,36,46,0
46242,65,3,44,67,0
61792,16,14,85,97,1
82484,119,10,58,44,0
20955,105,17,27,18,1
83847,86,15,60,46,1
60472,64,9,18,52,0
25195,32,11,42,26,1
38824,80,12,58,4,1
49341,51,8,15,59,0
52103,79,12,68,76,1
68479,58,5,43,61,0
94937,46,5,65,58,0
92096,52,10,9,60,0
97554,106,18,46,55,1
94383,117,10,18,77,0
16072,63,9,83,93,0
93946,76,14,92,46,1
23027,60,12,88,47,1
66730,65,7,80,9,1
52447,117,4,50,31,0
99808,81,1,12,64,0
88960,105,15,62,23,1
86310,55,12,15,28,1
69618,115,18,52,6,1
45383,57,8,34,94,0
81426,114,14,99,16,1
12305,92,5,58,93,0
89974,71,7,38,24,0
12848,73,13,66,91,1
21197,86,4,72,35,0
